edad,ingreso_mensual,antiguedad_cliente,saldo_promedio,cantidad_productos,transacciones_mensuales,uso_banca_digital,deuda_vigente
54,4755790.052829058,12.60620157080885,7405024.183463287,7,52.862560071057466,79.5383319384442,1942752.5576643045
27,907323.92785109,3.1644129724325647,418490.1457688721,1,34.450666190617234,93.34012193791455,537108.5868860366
34,949114.6534192716,4.00677242570228,303163.2895807078,1,45.342436551091666,89.68888177631304,447721.8483691041
45,4227993.962790299,10.53691243083672,7369813.6443343125,8,42.04333229982586,45.42372220908684,2284457.196421667
52,1951148.1195029863,8.272241855047428,581146.2818631697,5,61.10882047862079,71.45037820519143,3300345.1908822474
61,4917988.451235207,12.342752168628717,6213915.569645653,5,34.52694161455569,60.876666062710854,2144511.41684335
32,1760745.904158249,9.522956132891032,1795690.3360295384,4,49.820387290675555,86.91906765992957,2773178.210671133
36,1874142.8756102491,7.686212333724532,1348489.25578646,4,36.20712237317589,77.56229737619076,2374816.944355446
55,3956061.1149296947,15.130147759292228,7693067.504590029,7,33.438075852552025,40.24512128015614,1794118.9941556228
34,1417645.137874065,9.714304810257019,978290.6784471929,4,53.10140386594957,65.35460892027432,2894444.1298898575
52,5050560.633002889,19.18139443055692,7180292.647587822,7,29.799661584725364,43.402066273187366,1818134.9464128937
22,916419.8637349202,2.7749374542166434,262129.64043135656,1,50.68388205556888,89.31526953212713,283818.5363013601
59,4605268.0143584395,14.348484301360473,8050008.103642677,5,39.293029195018484,62.76229260398525,1265330.0658182576
32,774906.0995624111,3.501920934102463,441904.67051772506,2,49.41297279331976,91.66241551326983,468749.7169718169
55,4851971.515870135,11.450200301923225,7086064.230989597,8,45.022752765962466,62.89406186968887,1907059.5847643528
32,1444632.8003101975,4.377155007021973,374613.82085860864,3,33.668316617521704,45.48248781794322,6163987.065236184
30,1824379.3703825185,4.1134966519248035,229414.3547001679,2,44.276460287989806,79.46985959566055,5436946.555967029
27,1097704.7581982096,3.164072291490865,331579.40940164006,1,39.89093537007999,97.01678513268195,719779.3709469917
41,1689324.4672490263,6.578300910837093,199049.2993764237,4,29.94490126649019,85.33544749874623,7037107.898422199
60,4082956.4032474933,10.778004217608673,6502279.901705732,6,31.86789185539168,54.20296464043134,1370116.0185458981
23,1130256.6648917426,1.3731773505935885,231539.9495361752,2,50.45982537908758,90.29468476941346,537366.203679351
27,840801.0007299028,-0.8985994068520222,262167.60824338696,2,42.86882124563767,91.22666438428953,551679.3013200563
28,1068885.9633555675,1.3771113571513875,179151.26085502497,2,44.044438839315,87.91263137968414,641811.0807843972
43,1630821.2217145641,5.45798479776385,1183910.8936826629,3,56.40168169797505,70.86573637174617,2014971.58342537
40,1669497.6663452918,7.227642219727851,1347570.8067351044,5,67.4044010469981,71.75379152652516,2270064.433679398
21,1059219.58522999,1.181335300688056,202070.40603247227,1,59.78005627258619,86.84632700747336,458742.2248396615
20,1064302.4831198247,1.203065502757973,153897.26222709124,1,24.03979711068328,97.3835199784856,495218.22182914126
27,484999.25558402226,1.7399850927953822,204470.10777597158,2,37.862646088994325,87.60952803969131,205507.1582220242
32,1666878.140726164,6.298610167448084,1168985.5568719786,3,60.00318675228428,72.84026403124514,2458374.961914854
21,1113240.8701066978,4.8250085571761865,202436.3545875648,2,48.88025975203447,99.66261275120004,592536.979501075
38,1839177.267300801,7.7118216187022055,1100544.362966341,3,66.85795743027906,69.30391218414925,1731244.8471179544
29,934937.562875965,2.5739318299982687,170135.7416479501,2,32.96318585979151,95.76305488962325,641690.6294167549
37,1816050.1399365454,1.4584978143430982,1093376.9924356632,5,70.34066103807474,74.99528781667964,2549698.9628036264
32,1604778.0675002465,9.335007150258344,1436713.3260582557,5,73.32307699363557,77.60141708640428,2510058.3392088944
41,3939397.3971597254,13.665435179122879,7333558.338376511,8,30.321815609864064,38.314485463913215,1078024.408964143
47,1539850.8353123406,3.501486529922393,506424.52420958586,3,32.423548706113685,65.83754079645831,5777989.5559424935
26,1035829.8417707739,0.9644396378362428,396389.1276312951,1,52.668394562781565,90.89589820418156,265894.45744116505
40,1668045.9343574,6.297538702292458,1559292.3914277134,3,49.220400938172304,68.41661395067159,2138805.0319233728
27,987671.9475025368,1.9158674443161345,201765.70980402516,2,43.4883802914106,84.6914800215836,647023.2727778772
21,938988.2165934289,1.571270388827423,440370.4868554255,2,59.69676006509546,96.36550496164115,474351.8128188156
61,4418069.86147022,16.159546172613123,4363234.117122121,8,39.34870072379067,78.45701674284086,1739348.3940649012
33,2010923.1816834845,2.7027665797110045,358796.7965552117,4,48.53906234987421,61.253520338647206,5032292.766953987
54,3483734.6914095148,13.497869999827387,7059551.170643406,8,45.99587952711702,66.69680214078882,1399641.4411568432
17,941378.8888145185,3.2260232460054237,203424.748697345,2,71.35457743927171,86.9516972912237,471281.7965991835
23,993626.9403088451,2.068523219329358,404806.3868558209,1,34.846879197543196,86.81452853582016,292723.6365172431
54,4758255.166063269,14.51900673557469,7803254.072783094,7,43.01058918716056,47.28061292807919,1424332.268615099
58,5412663.188901967,14.628221433004382,8030048.0607903795,5,29.185793271590402,52.350003350398794,1561637.0747458576
37,1456982.6867998948,5.065674063281604,1414794.2099780713,3,56.103295321731714,70.48402385798225,2954165.890451503
19,772010.2245494957,1.8230684366166188,215267.49488728144,2,41.18267610077488,85.80634858533985,393631.6621357907
44,1920481.4621378689,12.013235267426182,1339278.7410688838,3,62.59592041907934,54.74508431852112,2401001.370394542
20,981375.483439526,2.3594110632884076,315129.4133035535,2,64.1244626882696,83.72164580443774,472721.2967253549
27,1657408.814761399,5.442151239871651,479377.41640441114,3,29.740829936847348,59.52064699950681,4423415.731866865
27,743099.9534462631,3.530740623200696,283910.99505233526,2,28.478969928269336,88.12265784201678,623283.2157511988
50,1489511.633458318,9.70644396981518,476320.7838626476,3,25.71449304511127,65.65372098130193,5584129.4680544445
43,1459961.1943856762,9.151027543444936,1328677.135055735,4,77.96833542434995,80.9414220639136,3145768.8159116856
26,1429143.1430989574,8.70302319773335,1488007.1164140706,4,45.81743649177379,81.58474034133388,2322888.6910961317
26,1607067.0530008834,7.424478273229134,935759.135237948,4,56.28968418147843,72.19684017147969,2195290.832894662
45,4599405.354443632,13.894641164706917,6663495.141136684,8,45.710249860554896,33.91413790832871,1814619.8739047335
24,753570.9762918416,1.0823509233168682,516223.6230084449,1,43.722196760285236,93.69226364623839,279537.67881589825
36,1186220.8986005245,2.8845016351183306,90503.03564688552,4,29.62671337559951,67.65626859578705,5520401.967316338
44,1818161.2504863932,4.860530819615565,268528.9654087386,3,65.39231836741601,68.89668114496907,2348067.036363756
45,1305839.311536438,4.267383619982042,444139.950622226,3,39.72662056492417,82.71022770701413,5484302.736012615
34,1523742.8896649596,6.094440082944481,1426173.8429432905,3,47.28058577367062,64.1017669561452,2138012.7638315395
38,2056383.0992448232,6.734717621088998,1756002.632446106,4,63.53760820436638,76.32722323892332,2382341.583012104
54,3899615.6720389305,11.35584848352088,5672534.488236036,5,47.800569893838556,51.94614897740932,2005594.9277217942
48,1049763.604701089,4.554390177427193,334735.15589760744,3,41.59606105457364,61.78199902623355,5845303.729681234
55,1667285.7896040007,4.26819716978332,398151.75142897735,3,28.13079148386892,77.37598952182313,5468143.83287817
59,4215750.685301896,13.217499460332144,6737892.8904053,8,32.63661966829243,39.25864915100857,1997390.7135976925
17,707350.8465456117,3.071604511217987,270482.41130322166,2,64.8981915757048,98.38070707079586,832383.0324631091
49,1752012.9656433181,3.086040136231443,192377.1782222363,3,33.795624555932264,66.59646488291772,6039721.881276982
73,4534776.643647086,20.601878747716242,7737784.1862282995,7,33.8169727355491,46.70771283052906,1649142.4216323765
25,780774.0545851935,1.2023276585342169,356163.4212436824,2,43.74445235321687,95.3202135337826,149739.98348628677
17,701238.6351102358,1.3446783448764763,278133.2672498799,1,34.737862751438726,94.30435473483875,360867.54983780766
40,1940386.2313908301,5.514661744251794,939260.722494725,3,71.09071875044273,74.89320855847481,3021149.345016151
46,5304653.287396911,13.24609594887873,5813166.438929008,6,41.93655092204464,61.30366360003778,2328903.3119209865
30,1445633.999531945,5.803406771194797,821885.5394009836,3,36.35980312302185,56.85650378645816,6559199.654377082
49,1761113.2774510253,3.609845201807193,586412.8134444016,2,36.45675526459277,46.57166022321546,5224190.898072822
40,1653723.0007443132,10.873153859366349,1648209.7884800034,5,45.671158443263984,71.02848259145033,3036552.742787727
21,795826.0887214569,1.7900140485540716,471967.73039944185,2,42.89792019947288,82.62425200964523,686823.5220941344
55,4989901.914837945,15.417546080651611,7297933.632332525,6,41.94900466338364,34.135695006694206,1469877.5988555895
38,1839396.5951759485,8.483044522992468,915576.4131454127,3,56.50679286471332,84.84083476592933,2648964.6170345917
37,1367041.3230658825,6.7501230124152505,416664.0283066919,3,43.2807924846217,63.171317837744944,6765226.908691127
20,969638.5339528605,3.042072326998067,210278.02441918338,2,35.046837000644544,92.32726028103265,247571.36499665008
45,1752828.3444956208,7.639847473943133,615603.0463871919,2,36.9278243124221,48.07534254615513,5953217.261234111
31,1677343.2105956802,6.606399065635336,889582.3991234931,3,75.69634407996281,79.68966681475918,1709971.0211195967
42,1828908.096222543,6.915827631795224,1269664.0043610986,3,37.65322487742167,68.37622307641334,2538852.899668082
37,1741081.750954008,7.731533108600824,1182238.1490917862,5,48.02407005179899,79.18883448561047,2843702.30889617
42,2059585.8722123548,4.063795661138948,952757.69578472,4,57.14258609768881,83.16673565368274,2438988.3239569794
24,767315.1673080615,2.7665889590041632,363286.39520761656,2,62.15348166598733,90.17160084431251,145613.84984546667
37,2144690.605295011,8.23924364165062,1685422.307294428,3,66.34669182835832,84.08312281270038,2286018.6508940626
55,4441146.17124126,14.023206878278483,8061402.156472933,5,40.65157202213655,63.18993684038711,1675638.810645914
33,1789498.3988472025,8.004254086905293,668605.5041942117,3,75.76920757069053,77.74307249069672,2371057.1429500887
34,1247119.636658177,5.6977552677713685,204310.82431083312,4,44.19489325687479,58.50036976473912,6404537.963124851
20,771785.8100547153,1.9201756629137419,267623.44880675635,1,64.481876840299,87.27253365906354,424091.60637730354
46,1590168.438082552,7.459101146884518,1188134.8167570692,3,60.014704942083235,76.22059765064787,3199827.3674085364
35,2174139.2370847724,8.989847463707472,1764189.7799513792,3,46.958656901609984,67.16876437789504,2647562.519984415
46,1301311.482638941,5.131170751347655,374151.28545161145,4,46.25437487655559,72.93009414601691,6314962.797063965
60,1655461.8939891371,4.986366634345775,403870.02081471554,2,20.740329274162065,56.688947853955135,5929115.113096821
38,2020318.9562157295,6.76123799550898,1511474.3497787677,3,56.54932919388534,81.76575236443468,1803304.749057357
20,782923.3262347592,1.4607015226006625,358892.1597098023,1,67.57418592608921,89.56111834721058,607853.036541686
19,1820995.1946192123,4.181174843396706,364408.8981806131,4,43.63377220841568,69.40550998921687,6141292.404013495
26,758084.5051842218,1.6293874927215048,230344.5737808087,1,50.45754440379511,99.88649858110627,607306.0799194683
61,4291343.658695045,16.830699514378246,5298942.13342673,8,55.25118696824573,49.426033474294734,1325979.901022739
42,1952876.114632291,9.78505379200077,1522532.0127887945,5,70.54448552940225,78.94519892620932,1818446.8706581113
55,4584663.171911515,16.468016192334073,6528996.104603311,6,33.6575125692639,75.84995317087386,1761872.78162655
51,4787341.532137388,20.220535771599888,5336922.38261803,5,38.1242109597368,45.602164262423884,2116565.4401101503
42,1864507.311299434,6.838457660618946,1220503.619889853,3,49.56176736104005,69.31138547406479,3123679.257833655
30,1720699.2907419298,9.42038127718924,1015720.7896307787,3,70.11595225610901,68.92572622335993,3113705.2048367322
46,1465748.1453514672,6.892032611045736,418709.3441590161,4,30.86610983573774,54.4204893727257,6210249.9745570505
31,1586450.3246158834,3.624951904718597,403458.7435030753,3,36.09034491220779,74.81754581636405,7059770.326964629
43,1377029.2016801024,5.022176314207717,355990.9229340739,4,44.07507683053943,70.28006850751268,5815662.150215064
46,1986743.8285612934,6.223153820145452,1474510.2052761675,3,50.31659443854276,77.24392663083391,3172460.2495294767
19,589855.8411281237,2.100532592054604,365414.9889209446,1,42.209304101358434,89.08650223444147,321978.9329729015
15,1062075.909750497,2.7209837805650743,190815.9003666792,2,50.119024785912465,89.90131931916258,344002.7976463134
49,2233739.7951019146,7.797719827741427,1268748.4728284855,4,78.18054910257877,84.50527618311483,2516239.6113263234
21,1058914.497617257,2.5546998622640147,329103.52792381006,1,35.78222261226395,89.69023330111871,510058.13876171876
62,5051038.344386787,14.789654360510713,7477176.302567312,5,36.865268360521405,57.92585523161874,1775740.545020605
57,1870523.6958302993,7.5393018493210775,454444.658068671,4,37.689523142000056,58.99739076665332,6818418.999277369
48,1647076.515326675,5.201155217069579,417809.69127189904,3,40.98144288289855,66.76363210313946,6690896.471126257
22,771409.2170398443,2.767908099453726,279952.94696181716,1,36.20623861011142,91.75277494854461,771221.7751161545
41,1867719.6017759768,5.589348111274937,453808.8977835634,3,35.145455205741406,62.34460443236207,5973242.850681956
20,1027508.5094830862,2.6005778796704293,183505.99639636703,1,54.389193028410354,87.93699553216328,548462.6904191037
51,1151167.0192382648,3.226275413262272,399331.2772805514,3,20.96458930862716,67.15165437402021,6561421.896193847
36,2393350.8031620877,5.014784740950681,1066848.8178893889,4,55.38800279063042,66.21981140934858,2098587.394270091
39,1905274.591047085,9.61241917537375,1693681.4240472275,5,89.9239521335543,73.17835348789704,2968677.304000202
35,1600670.1534263515,5.639438073173741,1134220.4515432771,5,34.77311210723312,74.0401211567954,2574058.3260167344
61,4370945.219603173,18.02040231308988,7188407.575879477,7,36.49867963618842,49.49793473844929,769849.8585972827
56,1816648.0202449418,3.8756872245652456,357198.8230790439,4,49.07527196065338,74.94168426101182,5719872.187808786
37,1602302.0914620757,7.470435926270922,775975.556193228,3,53.510222538020486,73.96163857821801,1360576.4527638473
35,1764730.3630832257,6.078235034814479,1083901.9084390134,3,67.20155907765482,71.90269508774394,2263304.332755768
20,736657.7018962151,4.073200426679687,267254.3078286872,1,47.25998028388235,80.39980877050786,348542.6463666813
44,5088825.769621708,15.099165564361428,7831668.550045566,5,42.4761671445826,61.82636562193031,1632671.281955321
51,3765502.0947575653,14.977259707109324,7308404.05887565,5,43.90555123066897,42.59158476960998,1926419.2426251906
60,5073438.606187972,15.45397951166875,7183281.423602511,5,30.214382055949756,64.43959677184114,1434434.2014851426
53,5426121.763806483,12.976321836737487,6074397.1628106,7,22.30975711296288,60.52893882436495,1667116.4691381878
27,936109.9255818557,2.254858998479312,180139.35519234347,2,52.13463606334614,97.35663338452763,175220.82905005733
47,2408840.4287944185,5.316026390274267,1359747.3719612146,4,67.35477469815382,73.23496319411746,2554389.844666545
41,1821904.9535755354,9.598703273085844,1187688.9311416638,5,57.73433470977463,81.03798833019903,2795246.710133743
61,4380053.929808082,15.825977611121196,6252729.8755639745,7,41.300116392761055,44.823281848316576,2082579.0047037336
40,1254431.4384835092,1.8045054720842586,412296.0423701388,2,28.587934031095628,60.192184220705116,5650249.987229919
40,1317734.1353331418,7.852958661508676,375609.70689843287,4,29.858774929207208,93.04836391636275,6042407.211416594
53,4327772.547760339,16.657815628889246,5142932.547953057,8,31.478567480749923,69.77287845679749,1556944.075685678
54,1680942.5861505673,0.07731579782997411,403879.0924118484,4,34.646943764045375,74.55717573514318,6176263.274973741
53,3739040.8320830306,14.75640706659564,6749593.2136008525,7,38.77159677656012,63.08787686838721,1559819.6088268422
26,873495.3215342069,2.6735191063730905,226921.99523850105,1,55.87583938471249,84.02276748391122,659502.9462181354
37,1777729.1550019642,7.969139060847114,1274289.8069992163,4,54.322593452931734,69.61406268516912,1898175.7995458683
25,984421.3283138416,1.4024926533471342,323438.4285572496,2,44.09065524942774,88.17064914759906,535949.4315939879
41,4008990.5601328956,11.076138224565875,7540875.190336284,6,27.082692813427848,64.65837648023516,1604621.0152478612
55,1473343.128177256,3.891097758982622,210747.21501749213,3,18.743670368918547,64.19524046930351,7285158.426190941
37,1212083.0659666061,1.9604863165104427,305182.880414721,2,46.99604206555233,95.32021285013592,548683.7141667971
24,994507.8662512102,1.9273330614994655,105501.48289825098,2,44.41627999731574,89.13617413778076,601688.2871529574
44,1697514.9741100473,6.9067343416513545,275087.40990000876,4,37.87051320413762,39.274289893310694,6665090.710964882
34,1729931.5000598086,7.700139131003645,1494337.458968616,4,81.65167535130203,77.99932869902678,3037746.595082837
54,1547000.440253572,6.962356636113407,579298.6261605717,4,29.746789700893018,62.78054389651006,7079043.994918132
55,4897046.006272708,14.986396928859842,8015236.703757666,6,38.66839605266684,58.853308115561234,1073764.6975203746
36,1956580.1002142034,3.7476899250652487,349035.2652499724,4,39.804079677697466,73.93586356480579,6318634.713156451
25,851059.1588000811,1.2808211356695072,219655.38861749,1,43.7583449253542,86.53224023686114,761026.4877419834
30,1683932.1777362537,1.6953709199643137,312574.4088196211,4,38.634194974587906,66.5899824789851,6105369.980728554
47,1216807.404021561,4.931543550884333,352463.4283114287,3,44.63356722330404,68.61069186022372,6773116.211149364
35,1820317.4295679228,4.297077079374397,909543.9095733175,5,67.6358670398578,68.86298058029531,2003551.3927947343
39,2046182.712310505,7.808508110665653,496862.29298565723,5,75.35554754222723,78.6678418965619,2414086.343145758
39,2020203.8759580972,7.145291677975702,875635.398506721,4,72.93433903692042,84.07975661637451,2359439.9902659836
44,2135190.0417111404,9.933944621722814,1273523.7034252747,3,57.80945176814066,75.60415647022084,2445676.1075343676
42,1773014.7604051712,4.967598155465607,1232854.6289131977,3,59.752958526597816,75.176830731351,3180671.6310429918
57,4736714.7618633555,8.448551662416657,7138440.196523002,5,48.908925454234065,73.42540570137552,2031032.492206066
56,3871025.7410572846,18.079464913872776,6406892.150634824,5,33.59944166170595,60.080802641887566,1739534.9938186023
48,4133893.9922407144,12.82388472579295,8354870.97800995,6,25.770911985406194,45.12356806687545,2327085.6873100167
55,4676152.639432588,16.403009474271727,7328594.8572208285,6,34.39900022417523,40.32633778998209,1275831.5029813792
56,5006735.633419761,22.645819340866915,7294304.911822659,7,20.86936533941911,56.806380535123026,1862978.295507989
31,1241971.6330699422,2.0542202606333078,374497.704722146,1,40.4265030919288,88.87578230292273,738312.1832655629
44,1558606.7264813907,5.1824070165339915,337323.9528008026,2,40.73208589999535,64.57024709556546,5269941.722774661
27,1957228.130602513,6.16206609938555,1496677.0346794608,3,67.35676818362585,79.23201335150935,2673560.6025294564
38,2473299.995797432,7.880535198589463,1194741.6582449363,4,60.65711747194846,70.61504535406304,2417195.1002132646
28,1678816.2016132046,4.6556913036540895,1669152.6668787906,3,66.67793826190068,65.95425754295499,3056371.803085227
56,3727606.883830116,13.046816104944519,6679071.895977704,7,44.91631414358264,41.819615709394384,2318928.262812566
49,1326467.6159470556,4.669752176244568,315408.92199936823,3,44.400158021565076,76.5496870340723,5428472.892466895
50,1381657.3659731997,4.611119739369231,619770.0905138138,4,41.47171196296372,62.23967305956406,5971835.750378294
40,1568610.3345000884,8.099805076424085,893012.5234394657,4,87.83876743287544,78.01932501428942,3114732.193918089
62,3340347.8967338214,18.057479173564303,7670297.379215697,8,40.317345637798475,84.10338252387484,2858323.4766977318
42,1705974.9116762565,8.142226531847761,997481.2438763771,4,48.55740121405313,66.63936171230247,2545552.8164116987
41,1882141.6011538946,5.908299420872298,1417228.3615096114,5,71.2480978668672,72.93886218067563,1927852.524970361
28,1543037.0955293463,6.319181181164862,461356.1461036506,2,35.849338943010096,64.1892705537953,5809691.663223692
64,4526873.57943257,14.699695230391518,6192321.354328053,5,41.86105182881726,51.97650392367929,1982212.3012745997
32,1665126.300407814,8.646221075745325,1182965.3578697487,5,53.137170577500896,88.17462231892674,2608610.3047570856
33,1670840.2833938384,7.575203206187047,688166.4752026588,3,68.62390454580711,78.64908618754276,3190651.245912265
32,1928643.0859023766,3.521738282121697,262942.2375542273,3,23.63012076372749,57.96903661498796,5678082.727326997
48,1313922.7289452816,2.548289071165533,35746.02933648479,4,29.901332533568546,56.7728332330573,6547772.793131866
62,4668633.906235898,17.82622622888697,8240294.338305855,5,44.4843985443463,49.714674520680205,1519549.4470178452
43,1886340.4682090562,7.189964089902099,644155.0231863373,4,56.60317762817988,64.71297422030479,2119736.5143173076
26,866994.2344826641,4.044193726207274,267544.03379064205,1,40.2190814382138,88.64972098332632,421274.7059385065
52,4853951.166790693,20.63066654469991,6936399.827242302,5,34.18400636389443,34.68526415129088,866240.125689349
24,966630.3777248041,0.7169023235583711,192557.7780267109,1,55.854494935052486,78.99446163670964,726472.3008982626
43,1355465.1474879952,6.159921970623278,461733.2172286065,3,23.239724937225432,70.09941867124633,5062577.873778377
33,832066.2201858865,2.5997908312407003,388174.65390721237,2,27.27813106358639,90.09765362981913,502400.3012391153
61,5487283.915185551,15.307829251907197,6938719.765751197,5,39.004351105021435,64.95783335614618,2303846.9661270105
21,1124935.1064956086,0.8232080480674833,262299.75729147944,2,42.974052336933276,91.95345044981653,297208.98656003247
41,1719349.6565267376,8.808470489700507,1669618.899009279,5,35.408872536753606,68.35176739339553,2074595.6198358175
36,1626067.383943148,3.110976218619909,495208.1797224416,2,31.708942503295635,60.74895308269657,5721100.490596017
30,1404006.9672120053,2.6850300179873057,418638.31378622324,3,22.278946686851082,60.10631747698815,5984901.177722764
20,1009626.7866442867,1.772539535908847,228895.85000736415,1,50.702586821958604,80.11007317962256,957920.2911750828
63,4118939.2046465906,18.22725299282783,7505453.159622016,8,42.47918063399377,33.26578584274654,1959702.5715312622
49,1167628.0013368113,5.721882652324172,224256.82623556769,3,34.91933006783771,66.75899325190677,7548077.672154066
35,737026.7076559789,2.7748936140701934,363013.75883479684,1,48.48134734422396,96.54510165513221,488176.29098474415
35,1880847.3737886013,5.905686751342639,1413921.345668459,3,69.31789944992045,64.62536459133872,2559397.977263896
40,1399456.056745067,4.652528704793842,598316.0412578532,3,45.91501886591313,73.82027538984819,6318832.59594072
41,1619929.7949134111,3.349613117692627,435708.4612252722,3,36.327353716085995,55.10796178887758,5021633.46741212
37,1854760.975102582,5.16034586935131,274651.29873872054,4,37.535761809120345,59.04687265881014,5606072.687238075
26,859690.3385272902,1.2595645408337302,372843.9122259425,2,73.39442819019582,95.51747635134717,423302.16673566465
32,1768778.968944586,5.8527877831514274,1096192.5332138084,5,59.478240356597354,95.48632033681783,2828408.0187100004
47,3705618.8711757376,16.511181456068826,6650170.934589179,5,36.634856845853164,55.0693123625097,1541591.1861510577
58,4505241.454296156,14.933499691880325,4461549.491799727,6,30.41117571205576,52.47279806491037,1469507.101780966
28,1690844.1155584932,4.379598367334304,367819.41705331486,4,20.40912561495147,59.768185286443774,6527808.783171867
52,5597493.221005175,18.524477004892738,8330377.974060273,8,34.60095230101402,43.60570318548042,2291222.4995291163
56,4832904.9881597,15.976308364525558,6596959.809752295,5,31.656741562828152,46.31506660972613,1500521.8732827364
54,4889246.364655266,17.377592110390317,8266632.029190193,6,41.76316624334989,47.049774149407,1913326.360548884
46,1586051.187034198,6.054868245141396,344283.500286714,4,29.373228181599718,73.32969600369688,6478837.706727248
25,818993.0697033434,2.063744527046266,303512.93479096197,1,42.63051576132712,82.34262859158831,506251.4695254742
49,4952482.804815004,12.971540507292925,7406244.662546216,8,37.57921910004234,57.39171377914347,1123733.7363902042
37,1605777.4824789974,5.088817495846954,316962.73658732796,3,25.201730034203834,61.01369691098414,5829793.683880343
38,1874562.1479957392,9.816105827094121,825121.8550187913,5,54.96669135701819,79.18801337508467,3531291.8199825976
28,1947796.1236395529,6.772094087729091,1673661.2054469676,4,61.65410533542979,83.12142095404757,2532297.701763646
25,941853.5040234798,2.290280038164985,367462.54763459734,2,41.152463485388836,87.16488958085905,491205.05735057493
32,1945453.1778542425,9.165660339935746,1397551.6596081308,5,64.5045542584751,79.01110102963919,3366266.172755681
33,2419759.1011974756,4.690250471336373,1886396.3306677053,4,42.44345146455537,76.82617316905754,3309193.119924284
20,969419.3550535741,1.5141044482031738,471972.31469159795,1,61.4006201746144,96.98364866968035,277183.18562085583
45,1754177.4556777598,7.17391709106351,1503268.313765032,4,85.77781587886827,79.56399808882917,1960392.1657502179
44,1482517.5337444134,11.826606752031324,181514.20123499894,2,27.068261923236975,48.77763022624818,6315648.598150638
22,900184.1776725035,1.4794203907405081,316844.60769697273,1,29.743114413025953,89.4683620953787,558432.9004718923
25,1568083.1803372875,7.178035153911676,221324.26915616717,4,40.50179749432782,59.22607733882205,5991010.581241581
20,1085902.6363641876,2.123658526263131,296751.9264017634,1,56.550846142742785,95.41909771493496,706613.232579768
28,983341.7914297172,2.0758097956850974,223665.65964054363,1,13.047877769246817,84.00098413205143,322618.5938724537
42,1868790.0869859024,5.218568247538911,1259821.9404096643,4,51.48248061861646,82.9857450782319,3280759.7751035523
48,2156601.020409121,8.290899922653349,370894.380426827,4,39.11494387062045,52.219091562733254,7410275.798980236
28,2386361.2064887853,7.519317092494951,1274797.1890377358,3,54.499179260853246,86.62634212619275,1365102.942419287
38,1148225.6152687795,7.77630953979679,1740622.1221081787,5,72.35398592170444,67.80104391217978,2265765.5105741704
29,901931.5698554683,1.8614753255815844,250176.90583103843,1,24.936858520204193,85.97625690848784,357000.92015934223
29,939934.0678823731,0.8789349644830808,144991.42970908157,2,40.51174932184007,91.99292542503126,399782.12409370893
59,3897591.947946979,15.115039943958923,6068691.4627603,6,41.5328002237963,56.32450578863321,1891458.7049188833
28,1131783.1467203803,2.7920804559694217,319059.88723240606,2,41.710250353418616,85.70970363888681,571765.5470472598
40,1836274.906653357,8.867420805720611,1644326.4125075112,4,41.67252244973014,68.33088841290406,2067218.5041842673
50,1520736.227352305,5.877544626376298,134813.0908283926,4,37.55251309867684,70.04206915455762,7863721.813719556
45,4097049.775911933,14.233986679478612,6198816.55111469,5,40.570155525054425,60.62467115314624,1405119.5213490848
53,4353195.149168354,16.725051097442808,7434992.3049800545,8,41.104446969908366,49.00675478743699,2210754.6241823873
39,1943457.0739773794,8.700605338865824,1383147.4905090465,3,37.12240782001597,67.48866251962049,2512896.279263851
43,1213557.735092868,0.2350738845923548,617322.1139597956,3,29.064671340331735,70.05761922395892,7676257.938173015
47,1437141.8428447102,5.263037765083533,295259.2869398169,2,26.80260123554586,59.36980651186925,6809038.42251175
41,1335052.3683352964,5.269709857828536,63302.33795684384,3,30.94625374842971,77.44635198929353,5442117.3603796335
39,1497336.2946611021,4.538247413806244,450698.099218786,3,21.639743192023168,65.24858614606482,6366722.9220025595
51,5101745.6778900465,13.09339562335102,7605846.394217956,6,47.10797850845442,54.93041802829407,2131671.3012302946
50,4292953.300519975,12.909921148359562,5543693.245479378,7,44.90498619552312,38.98554666548815,915363.8282933233
42,1474426.8412897433,3.052900194936036,299983.1718479723,2,45.544566132574786,78.8085845467042,5420648.697157538
20,697590.0932149028,3.457910904546683,499754.32303688844,2,27.91121120928931,97.08622836261155,552843.0301904896
32,974450.7068064082,1.5385638337418126,256683.82760504662,1,32.13331123214033,91.24366016292754,741855.3346233558
34,1505209.02559335,9.359806814349522,1003782.4480365863,3,56.080575374352435,68.97564736500263,2775263.1610250506
41,1708605.7971405666,5.990511631758819,1073363.2902879366,4,51.90432727098964,67.6932595316757,2199953.5072867963
47,4474375.420388828,14.197971547162691,7132365.622712068,8,33.98654795971844,63.190207934983036,2392614.5383073967
50,1452978.9794252492,3.4130268167267905,630082.9732684616,2,37.19763182652634,82.8108788369894,6018376.275605982
30,850482.6129508906,2.056502598792778,193389.65943524952,2,34.53417610836343,96.66241131088634,391590.0696984166
53,4275451.793758074,16.52682558114357,7882954.675623576,8,52.08359541416336,44.12653246219203,1756042.4386015986
36,2212362.241461235,6.877266698616996,1454200.79606734,3,83.15674073618341,79.17476159735337,2319674.2038067104
25,786039.0130138261,2.407808207016119,326296.9778799039,1,50.422784630329964,89.62867349816014,578822.6241447966
42,1648188.5637723648,4.199007467038953,171354.86555481653,3,33.59021564947072,40.11911359606318,5730198.271173191
